division,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08
"Ahalanui, Laepaoʻo",0.8034417033195496,-1.633226990699768,0.36749669909477234,-0.619803786277771,1.144200086593628,-0.23200705647468567,0.9539822936058044,-0.23996411263942719,-0.24994924664497375,-1.0691455602645874,0.35668015480041504,-0.0020318361930549145,0.0805874764919281,-0.8533906936645508,-1.7116689682006836,1.076428771018982,-1.2208205461502075,-0.6643672585487366,-0.7273554801940918,0.18559953570365906,0.7080979943275452,0.29109635949134827,-1.1336419582366943,-1.5634609460830688,-0.6184613108634949,-0.7175083160400391,-0.19851472973823547,-2.06870174407959,-0.8590844869613647,1.5797314643859863,-0.18483483791351318,0.7456058263778687,0.4559953212738037,-0.5585463047027588,-0.41513311862945557,-1.0436443090438843,-1.2941325902938843,-2.309563636779785,0.38679882884025574,-0.9895021915435791,-0.49326205253601074,-0.3940293490886688,-1.5192042589187622,-0.43079158663749695,1.2495917081832886,-0.6957497596740723,-0.8479001522064209,1.7697827816009521,-0.12006048113107681,-0.3949723243713379,0.47933414578437805,-2.0452308654785156,-0.08653675764799118,-1.4053795337677002,-0.4463254511356354,-1.787662148475647,-0.5712949633598328,-0.16678659617900848,-1.159986972808838,-1.422780156135559
Aki,-0.09461970627307892,-0.0576261505484581,-0.6706671118736267,-1.07877516746521,0.6798930168151855,0.18550246953964233,1.7395360469818115,-1.739201545715332,-0.6876152753829956,-2.115295648574829,-1.0702605247497559,-0.5834895372390747,-0.9453128576278687,-0.13374364376068115,-1.254091501235962,2.235887289047241,-1.5201876163482666,-1.310343623161316,-0.1642071157693863,-0.38086646795272827,-0.49441587924957275,-0.38168004155158997,-1.9685057401657104,-1.450596570968628,-0.10967069119215012,-0.7080352306365967,-0.06659255921840668,1.0711617469787598,1.3092859983444214,1.3234196901321411,0.4251546263694763,2.3672285079956055,0.448848158121109,-0.6947799324989319,-0.7301161289215088,-0.8509474396705627,-0.8490809798240662,-1.5151983499526978,0.34007611870765686,-0.515064001083374,2.1850674152374268,-0.697677731513977,-2.970461845397949,0.8839461803436279,0.30395907163619995,-0.872705340385437,-0.3746175467967987,0.0676499456167221,-1.2359670400619507,-0.3303690552711487,0.2833999991416931,-1.580409049987793,1.3856697082519531,-1.1939775943756104,-0.8142340183258057,0.05566512048244476,-1.1510722637176514,-0.17461338639259338,0.03265715390443802,-1.3335236310958862
"Alaeakila, Kaapahu",-0.2235736846923828,-0.7213940024375916,0.03399490937590599,-1.0467288494110107,0.4436948001384735,-0.3625832498073578,0.40056127309799194,-0.011167703196406364,-0.18856178224086761,-0.7644602060317993,-0.09265480935573578,0.013567025773227215,0.33107253909111023,1.0142297744750977,-1.5536835193634033,0.5189225077629089,-1.2238560914993286,-0.8999530076980591,-0.47508981823921204,0.07892298698425293,0.6317598819732666,0.1968357414007187,-0.6788346767425537,-1.7056533098220825,-0.5597906708717346,0.20388565957546234,-0.32379287481307983,-0.1895562708377838,-1.1273157596588135,1.1295863389968872,0.23182053864002228,-0.1071694865822792,0.21216462552547455,-1.1179918050765991,-0.045368220657110214,-1.0069198608398438,-0.8299763798713684,-1.0889500379562378,0.405708372592926,-0.8858999609947205,-1.2814034223556519,-0.2165040820837021,-1.0664576292037964,-0.3470968008041382,-0.09425344318151474,-0.4485917389392853,-0.7628976702690125,1.651025652885437,0.24417170882225037,-0.025082137435674667,-0.05717233940958977,-2.651888608932495,-0.32703897356987,-1.7611055374145508,-0.3052345812320709,-1.480417013168335,-0.5773949027061462,-0.555593729019165,-1.006935715675354,-1.4088777303695679
Alakahi,0.7145264148712158,-1.6693317890167236,0.9948174953460693,-0.44572943449020386,1.3432453870773315,0.29865989089012146,1.072767972946167,0.16288326680660248,0.13696090877056122,-1.2475461959838867,0.5910824537277222,0.02781793475151062,0.5769320726394653,1.0324101448059082,-1.5488183498382568,1.0033618211746216,-1.011805772781372,-0.41912364959716797,-0.530943751335144,1.215145468711853,1.3840703964233398,0.10973656177520752,-0.2758542001247406,-1.2866854667663574,-0.29982081055641174,-0.24361161887645721,-0.30589476227760315,-0.9916530251502991,-1.104826807975769,2.124404191970825,0.17356225848197937,-0.11820746958255768,0.6461204886436462,-0.5563165545463562,-0.37959328293800354,-0.757885217666626,-0.7644201517105103,-1.6927878856658936,-0.29015859961509705,-0.4846765697002411,-0.9739227294921875,-0.13697513937950134,-1.0894596576690674,0.3819425106048584,1.1918631792068481,-0.32709071040153503,-0.4444597065448761,1.0041791200637817,0.40532293915748596,0.0732782706618309,0.4171510338783264,-1.9192448854446411,-0.3301337659358978,-1.3832954168319702,-0.25945162773132324,-3.081911563873291,-0.44080373644828796,0.25169840455055237,-0.7840135097503662,-1.6144229173660278
Aleamai,0.7320526242256165,-1.6994749307632446,1.0053670406341553,-0.417026162147522,1.3217204809188843,0.33972564339637756,1.073763132095337,0.1752651333808899,0.09015805274248123,-1.3449925184249878,0.5850738286972046,-0.0581636056303978,0.5554618239402771,1.0852478742599487,-1.561185598373413,1.0627762079238892,-1.0071840286254883,-0.39900121092796326,-0.562279224395752,1.2851815223693848,1.3673367500305176,0.09124618768692017,-0.369465172290802,-1.2930901050567627,-0.34264007210731506,-0.3029397428035736,-0.24711565673351288,-1.0549100637435913,-1.0903937816619873,2.1396851539611816,0.12646999955177307,-0.12258165329694748,0.5074833035469055,-0.6053828597068787,-0.6562050580978394,-0.8196621537208557,-0.7953504920005798,-1.804747462272644,-0.359629362821579,-0.470561683177948,-0.9489061236381531,-0.16275765001773834,-1.1347910165786743,0.401365727186203,1.1765998601913452,-0.329377681016922,-0.46953967213630676,0.9072406888008118,0.3067500591278076,0.08039449900388718,0.4171423017978668,-1.9040427207946777,-0.26454153656959534,-1.3960837125778198,-0.26795580983161926,-3.0736827850341797,-0.4332175552845001,0.4661957919597626,-0.8080188035964966,-1.5820726156234741
Anahola,-0.40405410528182983,-2.184962272644043,0.05084212124347687,-1.1011664867401123,0.07208073139190674,0.7800202369689941,1.4895814657211304,-1.7838026285171509,-1.1379755735397339,-1.1975938081741333,0.1670042872428894,-1.120554804801941,-0.7279111742973328,-0.501458466053009,-1.7823853492736816,0.8796334266662598,-0.6313282251358032,-1.945700764656067,-0.4501681923866272,-0.6266030073165894,0.7675432562828064,-2.2731051445007324,-1.1661421060562134,-1.1632208824157715,-1.2365846633911133,0.164919912815094,-1.8137421607971191,0.5178373456001282,1.067440390586853,1.5166544914245605,0.3296075165271759,2.2323529720306396,1.7741848230361938,0.48531436920166016,0.008679879829287529,-1.3625884056091309,-1.082481861114502,-0.13698120415210724,0.7077739238739014,0.1642090082168579,0.006582994945347309,-0.8025059103965759,-1.3800629377365112,3.0163989067077637,1.065224051475525,-0.7486581206321716,-1.5466521978378296,-1.2677606344223022,-0.9129641652107239,-0.6664053201675415,-0.6070244312286377,-1.1877193450927734,0.6996665596961975,-1.2774065732955933,-0.6041165590286255,1.852629542350769,0.5600325465202332,-0.22127093374729156,-1.1458193063735962,-1.1026922464370728
"Anapuka, Hoʻopūloa",0.5168965458869934,-0.6802665591239929,1.2430939674377441,-0.015168596059083939,1.0416831970214844,-0.16801705956459045,1.4357852935791016,0.798201858997345,0.6259790658950806,1.2382313013076782,0.8321637511253357,1.7072207927703857,1.3961219787597656,-1.454160451889038,-0.5164765119552612,1.6672688722610474,-0.6482550501823425,-0.1987835317850113,-0.14765827357769012,1.170654535293579,0.28830718994140625,1.5291109085083008,-0.9139404296875,-0.3607458770275116,0.018204525113105774,0.097142294049263,0.5666396021842957,1.3724346160888672,-0.1790490448474884,1.7838505506515503,0.4667472243309021,2.8757359981536865,1.320312738418579,1.2904202938079834,0.08611205220222473,0.3414497375488281,-0.642897367477417,-1.1427370309829712,1.0570884943008423,-0.0729532241821289,0.7709007859230042,0.36046162247657776,-0.4721589982509613,0.12941358983516693,0.9603261351585388,0.32046180963516235,-0.004524798598140478,3.0899996757507324,0.6893408298492432,0.049354322254657745,1.3761435747146606,-1.4284026622772217,1.267634391784668,-1.103650450706482,0.08394686132669449,0.5919346213340759,0.33458399772644043,1.3088507652282715,-0.1547335386276245,-0.2300952970981598
"Apuakohau, Kukuiwaluhia",0.011874653398990631,-1.9665333032608032,0.4519507884979248,-0.5696918368339539,0.08288265764713287,-0.580159604549408,0.31511661410331726,0.23229411244392395,-0.20550452172756195,-0.8871596455574036,0.6328781247138977,0.24619564414024353,-0.44630253314971924,0.6993234157562256,-1.6242380142211914,0.56186842918396,-1.4932082891464233,-1.1813669204711914,-0.502364993095398,0.4581046402454376,0.8944809436798096,0.5723045468330383,-0.3711242079734802,-0.9288304448127747,-0.6094219088554382,-0.5172170996665955,-0.36134880781173706,1.6068453788757324,-0.7435223460197449,1.5046554803848267,0.7037962079048157,0.36078280210494995,0.553105354309082,-0.29248926043510437,-2.0973784923553467,-0.7642921209335327,-0.8488280773162842,-1.1843165159225464,0.45349550247192383,-0.5345249176025391,-0.25438058376312256,-0.19016751646995544,-2.4103195667266846,0.2505453824996948,1.4493827819824219,0.06892123818397522,-0.7455130219459534,1.7882989645004272,-0.4066812992095947,0.3414406478404999,0.07775110751390457,-2.1970129013061523,0.31209075450897217,-2.207958936691284,-0.22680464386940002,1.0073949098587036,-0.5281954407691956,-0.04001236706972122,-0.5027417540550232,-1.0313336849212646
"Au 1-2, Āhualoa",-0.020006265491247177,-1.2642943859100342,-0.05222012475132942,-0.636027991771698,0.18201959133148193,-0.5888682007789612,0.33195289969444275,0.18041269481182098,-0.4934699535369873,-0.4394821226596832,0.40111351013183594,0.920271098613739,0.4748842418193817,0.9748862981796265,-1.374098300933838,0.4473978579044342,-1.1901150941848755,-0.7628577351570129,-0.37659648060798645,0.395253986120224,0.7145211696624756,0.7993720173835754,0.16652432084083557,-1.9790762662887573,-0.6284434795379639,0.2675754129886627,-0.10664096474647522,0.26126790046691895,-0.9588990211486816,1.0955275297164917,0.3381352126598358,-0.3883585035800934,-0.11208879202604294,-1.197482705116272,0.7892583608627319,-0.4951673150062561,-0.6094395518302917,-0.9969584941864014,-0.044850658625364304,-0.32121512293815613,-1.2926474809646606,-0.12440956383943558,-1.1730347871780396,0.017185956239700317,-0.38693809509277344,-0.12963996827602386,-0.32891154289245605,1.8805572986602783,0.46841004490852356,0.15073692798614502,-0.1768973022699356,-2.362091302871704,-0.17210210859775543,-1.7893201112747192,-0.193886861205101,-1.32432222366333,-0.22065143287181854,-0.610431969165802,-0.5769733190536499,-1.4702116250991821
Aukuʻu,-1.7881851196289062,1.270986795425415,-0.8798961639404297,-0.6737626194953918,0.7608002424240112,0.4216216504573822,1.863070011138916,-1.5801912546157837,-0.9850123524665833,-0.7462930679321289,-0.5922949910163879,-0.22679634392261505,-0.17483974993228912,-1.2807493209838867,-1.06266450881958,2.6209206581115723,0.8140845894813538,-2.1468586921691895,-1.3531250953674316,-2.0225415229797363,-0.6580027341842651,-1.780429482460022,-0.9287524223327637,-0.1940867006778717,0.35467228293418884,0.6290526390075684,-1.243343710899353,0.7058166265487671,0.6922311186790466,1.7158012390136719,-0.23608863353729248,1.5668036937713623,0.5027287602424622,-0.2935042977333069,-0.9952728748321533,-1.7413698434829712,-0.8714564442634583,-1.7944681644439697,-0.36108869314193726,-0.3306420147418976,2.4580821990966797,-0.44348451495170593,-2.624978542327881,1.4570114612579346,2.4632437229156494,-1.6386187076568604,-1.2238481044769287,-0.7202499508857727,-1.461556315422058,-1.1291217803955078,-0.7530370354652405,-1.0699405670166016,1.6661161184310913,-1.0343011617660522,-0.8101073503494263,1.0388497114181519,0.4207645356655121,-1.3316380977630615,-0.7627601027488708,-1.2864413261413574
