year,month,date,division_full,D4,D3,D2,D1,D0,Near Normal,W0,W1,W2,W3,W4
2025,8,2025-08,Hawaiʻi::Hawaiʻi Mauka,0.0,0.0,0.0,4.429117772039355,46.01706272676756,49.55381950119309,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hilo,0.9509934846829348,4.759014204200558,6.837036137752419,60.989033224070255,22.09137631014528,3.678523734369309,0.44514588644733116,0.24887701833191697,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kaʻu,0.0,0.0,0.0,6.126969883910045,16.30306769109977,75.80898435309292,1.7609780718972574,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kona,0.0,0.0,0.0,0.0,3.840327898066471,77.42136683596186,14.42127773322641,4.317027532745255,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Leeward Kohala,0.0,0.13397509055723714,1.8558031062372848,7.085793678360542,13.521560065498933,64.32292958864684,3.7612266163846573,3.2054780925916737,1.4737259961296085,1.8210688235002233,2.8184389420929885
2025,8,2025-08,Hawaiʻi::Windward Kohala,0.0,24.647887323943664,31.287726358148895,34.36332279390629,6.53444476382102,3.166618760180128,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Kauaʻi::Leeward Kauaʻi,0.0,4.4495550444955505,21.177882211778822,49.27507249275072,23.41765823417658,1.6798320167983203,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Kauaʻi::Windward Kauaʻi,0.2491246970105036,12.611096148666846,19.53945596552653,41.5836251009965,7.440075410719095,9.561001885267977,2.127659574468085,3.541610557500673,2.74037166711554,0.6059789927282521,0.0
2025,8,2025-08,Maui::Leeward Maui Nui,0.26991754167408194,3.5652844515631483,17.43785964287833,50.305511063653086,16.396749124992585,12.024678175238773,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Maui::Windward Maui Nui,20.031120952779936,31.98874857861033,20.342330480579328,21.623077383446045,3.7584535280387814,2.2562690765455744,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Oʻahu::Koʻolau,10.093938319744773,25.43424317617866,31.850407656859268,26.692662176533144,3.872740163062743,2.056008507621411,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Oʻahu::Waianae,7.621082621082621,15.397565397565396,16.27169127169127,21.393421393421395,20.376845376845377,17.657342657342657,1.0036260036260036,0.2784252784252784,0.0,0.0,0.0
