year,month,date,division_full,D4,D3,D2,D1,D0,Near Normal,W0,W1,W2,W3,W4
2025,8,2025-08,Hawaiʻi::Aamakao Gulch,0.0,0.0,21.940928270042196,72.9957805907173,5.063291139240507,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Aamanu,0.0,0.0,7.894736842105263,92.10526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Ahole,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Ahulua,0.0,0.0,0.0,9.333333333333334,18.22222222222222,72.44444444444444,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Alaialoa Gulch,0.0,0.0,72.0,28.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Alakahi,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Alealea,0.0,0.0,0.0,10.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Aleamai,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Alenaio,0.0,0.12654223347042076,4.239164821259095,56.754191711483706,32.48971844353053,6.390382790256248,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Alia,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Alilipali,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Anaehoomalu,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Apua,0.0,0.0,0.0,0.0,48.08362369337979,51.91637630662021,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Auwaiakekua Gulch,0.0,0.0,0.0,12.118320610687022,45.92080152671756,35.54389312977099,3.745229007633588,2.6717557251908395,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Awalua,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Awawaloa,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Haakoa,0.0,73.97769516728626,24.907063197026023,1.1152416356877324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Haikuiki,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hakalau,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hakalaunui,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Halawa Gulch,0.0,0.0,0.0,40.963855421686745,59.036144578313255,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Halelua Gulch,0.0,0.0,0.0,9.58904109589041,90.41095890410958,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Halii,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Haliipaakai,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hanaula Gulch,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hanawi,0.0,0.0,0.0,94.31818181818183,5.681818181818182,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hapahapai Gulch,0.0,0.0,0.0,4.98220640569395,92.52669039145907,2.491103202846975,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hapuna,0.0,0.0,0.0,4.761904761904762,10.476190476190476,26.666666666666668,8.761904761904763,11.80952380952381,8.380952380952381,18.857142857142858,10.285714285714285
2025,8,2025-08,Hawaiʻi::Haweleau Gulch,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hilea Gulch,0.0,0.0,0.0,0.0,20.58550185873606,79.41449814126395,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hionamoa Gulch,0.0,0.0,0.0,0.0,11.71255736337088,88.28744263662912,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hokukano,0.0,0.0,0.0,0.0,28.921885087153004,61.45900581020013,6.8431245965138805,2.775984506132989,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Holualoa,0.0,0.0,0.0,0.0,0.0,59.23000987166831,28.33168805528134,12.438302073050346,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Honaunau,0.0,0.0,0.0,0.0,1.2776243093922652,87.0511049723757,9.599447513812155,2.071823204419889,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Honokaia Gulch,0.0,65.56372549019608,19.852941176470587,14.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Honokaneiki,0.0,0.0,26.548672566371685,73.45132743362832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Honokanenui,0.0,0.0,51.32743362831859,48.67256637168141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Honokea,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Honokoa Gulch,0.0,0.0,2.696629213483146,29.213483146067414,8.98876404494382,23.595505617977526,6.292134831460674,10.112359550561797,8.089887640449438,11.01123595505618,0.0
2025,8,2025-08,Hawaiʻi::Honokohau,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Honokua,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Honolii,0.0,0.0,0.0,58.584337349397586,39.90963855421687,1.5060240963855422,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Honomalino,0.0,0.0,0.0,0.0,0.0,58.34394904458598,41.65605095541402,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Honomu,0.0,0.0,11.688311688311687,88.31168831168831,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Honopue,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Honuapo,0.0,0.0,0.0,0.0,14.570063694267516,85.42993630573248,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Honuaula,0.0,0.0,0.0,0.0,0.0,45.476190476190474,31.19047619047619,23.333333333333332,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hookena,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hoopuloa,0.0,0.0,0.0,0.0,0.0,57.831325301204814,42.168674698795186,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hopeaia,0.0,0.0,0.0,2.467248908296943,47.714701601164485,49.34497816593886,0.40756914119359533,0.06550218340611354,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hualua,0.0,0.0,0.0,0.0,0.8403361344537815,99.15966386554622,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Hukiaa,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kaaha,0.0,0.0,0.7194244604316548,71.14308553157474,0.0,28.137490007993605,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kaaheiki,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kaala,0.0,63.52941176470588,25.49019607843137,10.980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kaalualu,0.0,0.0,0.0,58.18505338078291,16.014234875444842,25.800711743772244,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kaapoko,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kaawalii Gulch,10.485436893203884,51.6504854368932,19.80582524271845,18.058252427184467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kaawaloa,0.0,0.0,0.0,0.0,0.0,63.133640552995395,20.737327188940093,16.129032258064516,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kaawikiwiki Gulch,0.0,26.851851851851855,45.370370370370374,27.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kahaluu,0.0,0.0,0.0,0.0,1.0680907877169559,74.23230974632844,24.699599465954606,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kahaualea,0.0,0.0,0.0,4.49438202247191,90.87078651685393,4.634831460674158,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kahaupu,0.0,69.94535519125684,20.491803278688526,9.562841530054644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kahawailiilii Gulch,0.0,70.32967032967034,12.912087912087914,16.758241758241756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kahawaiolono,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kahele,0.0,0.0,0.0,0.0,36.12774451097805,63.87225548902195,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kahoopuu,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kahue,0.0,0.0,0.0,0.0,0.4629629629629629,99.53703703703704,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kahuku,0.0,0.0,0.0,0.0,10.640426951300867,83.65577051367579,5.703802535023349,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kaieie,0.0,0.0,0.0,88.43537414965986,11.564625850340136,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kaihuiki,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,8,2025-08,Hawaiʻi::Kailikaula,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
