island,division_type,name,date,mean,anomaly,pchange,rank,ytd_pnormal
Hawaiʻi,ahupuaa,"Ahalanui, Laepaoʻo",2026-03,6.377401677329396,-2.554250054680666,-28.59773456600993,69.0,99.0259592246568
Hawaiʻi,ahupuaa,"Alaeakila, Kaapahu",2026-03,19.373655898684632,6.217009068772473,47.253750512158284,18.0,149.05535948891006
Hawaiʻi,ahupuaa,Alakahi,2026-03,20.667456545959098,0.14494434533573752,0.706269992283571,50.0,135.00380577235057
Hawaiʻi,ahupuaa,Aleamai,2026-03,15.847305491936707,-0.8460086334986361,-5.067948923393144,53.0,133.2192060190081
Hawaiʻi,ahupuaa,"Anapuka, Hoʻopūloa",2026-03,20.94205972594906,18.47701493286192,749.5610215553894,1.0,345.0190776738309
Hawaiʻi,ahupuaa,"Apuakohau, Kukuiwaluhia",2026-03,30.538227305420957,22.953196078292194,302.6117545330252,1.0,252.79006523310605
Hawaiʻi,ahupuaa,"Au 1-2, Āhualoa",2026-03,19.401054116282342,8.936230139201351,85.39302867179217,9.0,197.29934555917984
Hawaiʻi,ahupuaa,Awakeʻe,2026-03,9.92387684650632,8.65305518738007,680.9024008395846,1.0,274.8666719581545
Hawaiʻi,ahupuaa,Awalua,2026-03,17.056832270215022,13.772325829595069,419.3118837969315,1.0,291.38741800570466
Hawaiʻi,ahupuaa,Haina,2026-03,19.722193742709248,8.38682355460776,73.98808698291339,11.0,185.06611806612358
Hawaiʻi,ahupuaa,Hakalau,2026-03,24.245168611349325,4.33478805557721,21.771497754323608,36.0,143.71273281244902
Hawaiʻi,ahupuaa,Halaʻula,2026-03,30.905851766473273,23.426757003082265,313.22984591333903,1.0,258.03387291383467
Hawaiʻi,ahupuaa,Halelua,2026-03,28.07627440124672,20.8570297121063,288.9087516798063,1.0,245.10460485814974
Hawaiʻi,ahupuaa,"Halelua, Wailoa, Kumu",2026-03,17.625873229522856,13.225586519571323,300.56192678674336,4.0,230.75251617176357
Hawaiʻi,ahupuaa,Haleohiu,2026-03,11.366408483607518,9.998240004240193,730.7754969522193,1.0,309.94292042243774
Hawaiʻi,ahupuaa,"Halepuaʻa, Kanekiki",2026-03,5.993247396333461,-3.307753034776904,-35.56341126179284,76.0,100.9686003783322
Hawaiʻi,ahupuaa,Hamanamana,2026-03,13.772941825030285,12.097249447541262,721.9254327377589,1.0,315.0787917828651
Hawaiʻi,ahupuaa,"Hanapai, Niupuka",2026-03,21.702658433375845,11.114279797881776,104.96677707222139,8.0,196.74732244868002
Hawaiʻi,ahupuaa,Hauola,2026-03,17.617243797894403,4.827128389957112,37.7410854866993,22.0,145.8000175504705
Hawaiʻi,ahupuaa,Haʻikū,2026-03,15.931106756186727,-0.9213260268735954,-5.467020926496091,59.0,133.46775318514165
Hawaiʻi,ahupuaa,Hionamoa,2026-03,16.62016211687382,12.591222198440652,312.5194828752201,4.0,234.31723255860425
Hawaiʻi,ahupuaa,"Honalo, Māʻihi 1-2",2026-03,18.548062641472857,15.840820718967198,585.1276381057919,1.0,337.41653977541995
Hawaiʻi,ahupuaa,Honohina,2026-03,21.870648570244512,3.3910148155822633,18.350010939620166,38.0,144.55504994257103
Hawaiʻi,ahupuaa,Honoipu,2026-03,19.94629547039042,16.02107063887522,408.1567636646898,1.0,291.78576290853175
Hawaiʻi,ahupuaa,Honokaia,2026-03,20.080038403941842,9.809067194821509,95.50282047438058,7.0,183.61379540552812
Hawaiʻi,ahupuaa,Honokua,2026-03,18.13068446352142,15.574064290593249,609.1661348645242,1.0,298.3792696936231
Hawaiʻi,ahupuaa,Honokāne,2026-03,46.48683176100629,32.94136195092359,243.19098866842825,3.0,243.50731495122142
Hawaiʻi,ahupuaa,Honokōhau 1-3,2026-03,20.8850221550253,18.112549200903416,653.2994009544866,1.0,337.77862008309387
Hawaiʻi,ahupuaa,Honolulu,2026-03,6.819694976529377,-3.369433416300728,-33.068907235203106,76.0,103.05622794092228
Hawaiʻi,ahupuaa,Honomainoa,2026-03,14.318403108852117,-0.5341357133519935,-3.596258658172812,60.0,134.77902958741925
Hawaiʻi,ahupuaa,Honomakaʻu,2026-03,23.31458933844207,18.03064060962106,341.2342082593255,1.0,260.5006460326761
Hawaiʻi,ahupuaa,"Honomū, Kuhua",2026-03,19.88765548711653,-0.6949581781108023,-3.3764330877223734,57.0,132.114986388659
Hawaiʻi,ahupuaa,Honopue,2026-03,46.173724223401194,31.156396662545614,207.46964821995627,4.0,226.08494024954263
Hawaiʻi,ahupuaa,Honopueo,2026-03,26.125497349019465,20.01110910572352,327.2790066555634,1.0,258.51291742730245
Hawaiʻi,ahupuaa,Honuaʻula 1,2026-03,21.918108222405703,18.730575143924824,587.6197888070694,1.0,316.5924086658363
Hawaiʻi,ahupuaa,Honuaʻula 2,2026-03,22.976309199861046,19.96108133829319,662.0090505502906,1.0,313.39983888770786
Hawaiʻi,ahupuaa,Honuʻapo,2026-03,22.757792548946586,17.782843590391575,357.4477595355401,2.0,241.7161663635046
Hawaiʻi,ahupuaa,Hoʻokena,2026-03,19.143781729175302,16.340883952969595,582.9996402897825,1.0,306.8131872021767
Hawaiʻi,ahupuaa,Hulunanai,2026-03,10.001163672900264,2.9849299233103688,42.54319382510368,34.0,132.72372493106565
Hawaiʻi,ahupuaa,Humuʻula,2026-03,13.105359296304178,7.491177834189645,133.43312617772347,11.0,174.75171867025833
Hawaiʻi,ahupuaa,"Hālawa, Napapaʻa",2026-03,32.483976139827284,24.309770982823217,297.3961445290298,1.0,256.8728844322576
Hawaiʻi,ahupuaa,Hāwī,2026-03,22.501051451236734,17.509997980678705,350.8276976788427,1.0,264.00988967289925
Hawaiʻi,ahupuaa,Hāʻena,2026-03,18.38935469980315,14.812496539739174,414.1203222739544,1.0,293.74048192272875
Hawaiʻi,ahupuaa,Hīleaiki,2026-03,20.98040934095567,16.249765102537484,343.50004531245446,3.0,242.07614142095846
Hawaiʻi,ahupuaa,Hīleanui,2026-03,35.5015747180067,28.160143265707163,383.57837226535196,3.0,257.442763702226
Hawaiʻi,ahupuaa,Hōlualoa 1-2,2026-03,20.502685009201436,17.514919336591547,586.2213190665592,1.0,327.39273916711005
Hawaiʻi,ahupuaa,Hōlualoa 3,2026-03,17.412221869076262,14.981434917477763,616.320361092357,1.0,329.24023045664006
Hawaiʻi,ahupuaa,Hōlualoa 4,2026-03,18.91569332174569,16.23949855830646,606.8130309558179,1.0,331.82368112276714
Hawaiʻi,ahupuaa,Hōnaunau,2026-03,19.785155934210742,16.843002337345798,572.4718911783907,1.0,334.3814041593915
Hawaiʻi,ahupuaa,"Hōʻea, Manowaikohau",2026-03,19.764025997940244,4.226518909370602,27.202040103845825,28.0,143.98151746210212
Hawaiʻi,ahupuaa,Iliʻililoa,2026-03,7.955378563519404,-1.6228177013761966,-16.942831995663692,63.0,102.51414949195133
Hawaiʻi,ahupuaa,Kahaliʻi,2026-03,12.278817930961754,-2.345278281865159,-16.037081866352167,60.0,126.61063442360539
Hawaiʻi,ahupuaa,Kahaluʻu,2026-03,20.610407000736096,17.675186568724765,602.1757812789895,1.0,341.2920535668865
Hawaiʻi,ahupuaa,Kahaualeʻa,2026-03,25.520790673618883,11.871076185852106,86.96941021360752,18.0,153.48311588953268
Hawaiʻi,ahupuaa,Kahauloa 2,2026-03,21.40759315449844,18.16818842310022,560.8495982920389,1.0,346.39082994910257
Hawaiʻi,ahupuaa,"Kahilipaliiki, Kah",2026-03,16.71523527210466,13.203124199013699,375.9312824748964,2.0,243.4727211794355
Hawaiʻi,ahupuaa,Kahilipalinui,2026-03,21.63248045885712,17.113223331664138,378.6733715302799,2.0,247.80066033014143
Hawaiʻi,ahupuaa,"Kahoahuna, Paʻana",2026-03,19.545892456802278,2.159734183617676,12.42214726037968,37.0,143.81627780543621
Hawaiʻi,ahupuaa,Kahua,2026-03,11.989320426743532,-2.59972581552306,-17.819710571560705,62.0,126.43624968255058
Hawaiʻi,ahupuaa,Kahue,2026-03,15.748010082353236,9.174891802364698,139.58202806569147,12.0,187.68835830698194
Hawaiʻi,ahupuaa,Kahuku,2026-03,18.792800840118154,15.665625889069261,500.95137414089413,1.0,258.16175805265567
Hawaiʻi,ahupuaa,Kahuwai,2026-03,7.803575843377991,-3.0970190809605542,-28.4114683873411,68.0,100.29978847842355
Hawaiʻi,ahupuaa,Kahuā 1,2026-03,23.928371152145385,18.403879191986192,333.13251833306805,1.0,268.9396772381751
Hawaiʻi,ahupuaa,Kahuā 2,2026-03,19.83538385826772,15.38968065013833,346.16977179216195,1.0,263.73598141791297
Hawaiʻi,ahupuaa,Kaiaʻakea,2026-03,14.777860127384919,-0.7385083850696539,-4.759543990443853,58.0,134.18575893050217
Hawaiʻi,ahupuaa,Kaiholena,2026-03,20.350156199265367,16.13843453202371,383.1790371511679,1.0,288.48750339088144
Hawaiʻi,ahupuaa,Kaihoʻonā,2026-03,15.239293608301658,12.150862334119605,393.4315273807628,1.0,278.8368546365708
Hawaiʻi,ahupuaa,Kaihuiki,2026-03,14.198143292391185,-0.4661836398868111,-3.179031959937304,59.0,135.0149640693424
Hawaiʻi,ahupuaa,Kaimū,2026-03,11.487971584442432,1.9080824071493279,19.917583302236864,42.0,119.63506447310475
Hawaiʻi,ahupuaa,Kainehe,2026-03,19.816008594628798,4.659447720402138,30.74211728549455,25.0,141.37481633123926
Hawaiʻi,ahupuaa,"Kaipuhaʻa, Lamaloloa",2026-03,20.974127936073668,16.670371252752567,387.34464978834404,1.0,292.29304565413787
Hawaiʻi,ahupuaa,Kaiwiki,2026-03,19.37471787605213,3.2583576568015182,20.217701841322004,33.0,147.07659418434596
Hawaiʻi,ahupuaa,"Kaiwiki, Maumau",2026-03,20.541492372047244,1.483911709522637,7.786464272669432,46.0,138.7898947382622
Hawaiʻi,ahupuaa,Kaiwikinui,2026-03,27.90216161829575,2.302846858638741,8.995736332239215,45.0,137.60152114272034
Hawaiʻi,ahupuaa,Kalakalaula,2026-03,22.40480053518701,11.564474271038389,106.68013110716682,7.0,196.4941342345105
Hawaiʻi,ahupuaa,"Kalala 1-2, Kokiʻo",2026-03,17.125176266278014,13.478714663934737,369.63818994482455,1.0,273.103770167166
Hawaiʻi,ahupuaa,Kalalau,2026-03,17.38761314072873,0.5138736104678081,3.045404425890542,47.0,136.47842589871863
Hawaiʻi,ahupuaa,Kalaoa,2026-03,13.939983271134077,-1.508228372088256,-9.76312602986617,59.0,130.83637057480541
Hawaiʻi,ahupuaa,Kalaoa 1-5,2026-03,14.737634042298023,12.932181246329733,716.2846503219723,1.0,318.8360599797586
Hawaiʻi,ahupuaa,"Kalapana, Kupahua",2026-03,11.432775562965645,3.1328294651053987,37.74517844053292,37.0,129.17907312103998
Hawaiʻi,ahupuaa,Kaloko,2026-03,20.22587775913257,17.568338953788565,661.0755379549174,1.0,330.09413822682194
Hawaiʻi,ahupuaa,Kalopā,2026-03,13.307807833288082,5.006785293069511,60.31528367513237,11.0,145.84079419249065
Hawaiʻi,ahupuaa,"Kalua, Pakiloa, ʻŌuhi, Kaao",2026-03,18.196835902010147,7.28037916769193,66.69177870512233,14.0,176.7764747208882
Hawaiʻi,ahupuaa,Kalāhiki,2026-03,20.06534665851986,17.249920988551157,612.6931771827919,1.0,313.142369612119
