island,division_type,name,date,mean,anomaly,pchange,rank,max
Hawai‘i,watershed,Aamakao,2026-03,67.62581653225807,1.8936706149193583,1.8936706149193583,3.0,74.45096931457519
Hawai‘i,watershed,Alakahi,2026-03,72.69990801130022,1.9240944998604874,1.9240944998604874,3.0,73.74838676452637
Hawai‘i,watershed,Aleamai,2026-03,73.59119742257255,1.9318320138113876,1.9318320138113876,3.0,74.36968078613282
Hawai‘i,watershed,Alia,2026-03,72.73150634765625,1.9245483398437528,1.9245483398437528,3.0,74.45677490234375
Hawai‘i,watershed,Alilipali,2026-03,71.31712992653918,1.9151268802472003,1.9151268802472003,3.0,74.07935333251953
Hawai‘i,watershed,Hakalau,2026-03,69.04766013038079,1.901685378725162,1.901685378725162,3.0,74.4741985321045
Hawai‘i,watershed,Halawa,2026-03,71.132,1.9140908203125093,1.9140908203125093,3.0,74.45096931457519
Hawai‘i,watershed,Halelua,2026-03,72.72905120849609,1.9226394653320256,1.9226394653320256,3.0,74.4741985321045
Hawai‘i,watershed,Hanaula,2026-03,70.03776411576705,1.9078657670454504,1.9078657670454504,3.0,74.28838539123535
Hawai‘i,watershed,Hanawī,2026-03,69.45219353170955,1.9045872587316097,1.9045872587316097,3.0,74.09676666259766
Hawai‘i,watershed,Hapahapai,2026-03,70.38645329005281,1.9079631106954196,1.9079631106954196,3.0,74.3754898071289
Hawai‘i,watershed,Haʻakoa,2026-03,62.76241024241728,1.8667322495404406,1.8667322495404406,3.0,74.16644744873047
Hawai‘i,watershed,Honokaia,2026-03,64.11684381706009,1.8747535541845508,1.8747535541845508,4.0,73.9864501953125
Hawai‘i,watershed,Honokeʻā,2026-03,67.54602698501276,1.8949016960299758,1.8949016960299758,3.0,73.91677284240723
Hawai‘i,watershed,Honokoa,2026-03,65.6259513608871,1.8835590977822605,1.8835590977822605,3.0,74.52644882202148
Hawai‘i,watershed,Honokāne Iki,2026-03,66.9419409579918,1.8938520587858676,1.8938520587858676,3.0,74.18387107849121
Hawai‘i,watershed,Honokāne Nui,2026-03,64.3693344116211,1.876596287318641,1.876596287318641,4.0,74.43935470581054
Hawai‘i,watershed,Honokōhau,2026-03,67.3692166147508,1.8935399291599566,1.8935399291599566,3.0,74.64838676452636
Hawai‘i,watershed,Honoliʻi,2026-03,64.11170902489627,1.87490761151453,1.87490761151453,4.0,74.45677490234375
Hawai‘i,watershed,Honomu,2026-03,69.22869772086466,1.9032813968514972,1.9032813968514972,3.0,74.36968078613282
Hawai‘i,watershed,Honopue,2026-03,66.16100145188054,1.885329741081307,1.885329741081307,3.0,74.45677490234375
Hawai‘i,watershed,Hualua,2026-03,72.58218320474585,1.9221679687500028,1.9221679687500028,3.0,74.4625804901123
Hawai‘i,watershed,Hāloa,2026-03,64.70158143335459,1.8740926937181115,1.8740926937181115,4.0,65.41032676696777
Hawai‘i,watershed,Hīlea,2026-03,60.882855193339836,1.7887129482800646,1.7887129482800646,4.0,74.61935539245606
Hawai‘i,watershed,Kaapoko,2026-03,73.94326705932617,1.9296764373779354,1.9296764373779354,3.0,74.3754898071289
Hawai‘i,watershed,Kahaupu,2026-03,64.75359674269153,1.8778682585685402,1.8778682585685402,4.0,74.3348403930664
Hawai‘i,watershed,Kahawailiili,2026-03,61.262286431287095,1.8262837305267112,1.8262837305267112,3.0,74.27096862792969
Hawai‘i,watershed,Kahoʻopuʻu,2026-03,69.17400948660715,1.8996616908482196,1.8996616908482196,3.0,73.28387451171875
Hawai‘i,watershed,Kaieie,2026-03,70.70821741615853,1.9101526772103625,1.9101526772103625,3.0,74.40451774597167
Hawai‘i,watershed,Kaimu,2026-03,66.0843406883446,1.8841077649915547,1.8841077649915547,3.0,74.16644744873047
Hawai‘i,watershed,Kainapahoa,2026-03,66.40722312735552,1.8879038748429622,1.8879038748429622,3.0,74.21290245056153
Hawai‘i,watershed,Kaiwiki,2026-03,66.71849812422649,1.8869029432240154,1.8869029432240154,3.0,73.80064735412597
Hawai‘i,watershed,Kaiwilahilahi,2026-03,61.77762855237369,1.8615050631533094,1.8615050631533094,3.0,73.97483901977539
Hawai‘i,watershed,Kalaoa,2026-03,72.73503099524457,1.9205677861752832,1.9205677861752832,3.0,74.41613235473633
Hawai‘i,watershed,Kalapahapuʻu,2026-03,65.57891656580105,1.8833846830985834,1.8833846830985834,3.0,74.1083812713623
Hawai‘i,watershed,Kalele,2026-03,71.99386901855469,1.917384338378909,1.917384338378909,3.0,73.7716194152832
Hawai‘i,watershed,Kaluahine Falls,2026-03,71.1951338334517,1.9162003950639246,1.9162003950639246,3.0,74.07935333251953
Hawai‘i,watershed,Kalōpā,2026-03,53.203225048719375,1.401726927895318,1.401726927895318,8.0,74.3174201965332
Hawai‘i,watershed,Kamakoa,2026-03,62.14811065622759,1.7895918001434339,1.7895918001434339,4.0,74.65419235229493
Hawai‘i,watershed,Kaohaoha,2026-03,71.8536376953125,1.9174072265625028,1.9174072265625028,3.0,74.07935333251953
