division,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03
"Hawaiʻi::Ahalanui, Laepaoʻo",72.99335937500001,74.23135080645162,75.04366336945566,76.46296938004032,77.49960622479838,78.19918724798387,78.00484028477823,77.47924962197581,76.70961599042339,74.59569052419354,73.16143365675404,72.32746975806452,72.72388955393146,73.10716355846775,74.94644972278226,75.73296685987904,76.6973160282258,76.80108366935484,76.93703061995967,76.03731413810485,74.75638860887096,73.03843876008065,72.51167622227823,73.02727759576612,74.34363816784274,74.40935294858872,74.95350459929436,75.64573777721773,77.13841828377016,77.55248708417339,77.92289881552419,77.83375598538308,75.96922725554435,73.95966481854839,72.4084708921371,72.77511655745968,73.88299678679437,73.82528666834678,74.78593119959677,75.67083858366937,77.01711032006048,77.7638923891129,77.82703188004032,76.2312972530242,75.3631599672379,72.6672615297379,72.42351625504031,71.23826392389113,72.2654312626008,73.55761246219758,74.4348601310484,75.30134828629033,76.47748550907258,77.02559696320566,77.24883915070565,76.950927734375,74.62690587197581,73.90478515625,73.59192288306451,72.68815681703629,73.87113155241936
"Hawaiʻi::Alaeakila, Kaapahu",68.11453896118516,69.43605682636888,70.34126947496398,71.81715569839699,72.81689762698127,73.47047966948847,72.9656303471722,72.61989345055835,71.73947001080691,69.73559415525938,68.12299115183717,67.07041353341138,67.49271405574568,67.67667647919669,70.04755268371758,70.93826971136528,72.3665683537464,72.06265928944525,71.93864739057997,71.22258195244957,70.26118515850143,68.24946246847983,67.69548811239193,67.87318927863834,69.26326436419308,69.55246251350864,70.16227654448846,70.63550550477305,72.32604241714698,72.58962564166066,72.83101838301513,72.89373480277378,70.76544685473704,69.08296193939121,67.93986204295749,67.71920085104466,69.03672437860232,68.85950445785302,69.64694113607709,70.58802177143372,72.72881197091138,72.82885784402018,72.89305852620677,71.64829171920029,70.57282454520893,68.13719549261528,68.09788786698488,65.9208522829611,67.38816473793227,68.91333303314121,69.83302863832853,70.91778131754322,71.89773645758285,72.6497787959294,72.43070064841498,71.99692875315202,69.90863737166787,69.32930897649496,68.52418525981628,67.83800769992796,68.57699815381844
Hawaiʻi::Alakahi,69.17604188661318,70.4818115234375,71.36570022170608,72.8319444811022,73.84050721864443,74.50298874313768,74.06445906355574,73.67878549936655,72.82326825116132,70.7980811866554,69.22280801309122,68.21796281144425,68.63282437711149,68.86140532622466,71.11751610008446,71.9876511032517,73.31298234269426,73.09547680004223,73.029864666913,72.27558791701858,71.24162300728463,69.29491692620354,68.74738208667651,68.99721118823902,70.36942435599661,70.61324363914696,71.20837897223396,71.73054133234797,73.37489178631756,73.67361004803632,73.94405484586149,73.97287762616132,71.8994338576858,70.14658005173142,68.91372994087837,68.81998983847129,70.09212646484374,69.94448506123311,70.76701066300676,71.69745763830237,73.66544750316723,73.90139226140204,73.97000039590372,72.64672983530406,71.6165418470228,69.12496139938767,69.04037558065878,67.08070860166808,68.45337309966217,69.92867365656673,70.8362928235853,71.87494622307855,72.89695682010135,73.60550372149493,73.48148886190879,73.07923188080659,70.9359447582348,70.32752487595016,69.62800161000845,68.89704853779561,69.73000818201014
Hawaiʻi::Aleamai,71.09611865234375,72.36619970703126,73.21419482421875,74.65532421875,75.6776416015625,76.359892578125,76.04203613281251,75.5870615234375,74.77736035156249,72.7040380859375,71.20365283203125,70.28458496093751,70.6933818359375,70.99675830078124,73.04127880859374,73.87100146484374,75.01593505859375,74.958916015625,74.99288134765625,74.16517138671875,73.00795947265625,71.17148046875,70.6390302734375,71.01962744140624,72.365755859375,72.5184833984375,73.0900537109375,73.69808105468749,75.266076171875,75.6238701171875,75.9437568359375,75.91256884765625,73.9444384765625,72.0654423828125,70.66899658203124,70.80645751953125,71.996228515625,71.89616503906251,72.7856796875,73.69172216796875,75.3513125,75.84428222656251,75.9097958984375,74.44818359375,73.4979189453125,70.90450390625,70.7405263671875,69.16875634765626,70.36856884765625,71.7468828125,72.64330126953125,73.59607958984375,74.69808740234376,75.32565283203124,75.37556152343751,75.0233662109375,72.79231982421875,72.12467187499999,71.6181142578125,70.80234423828125,71.80903466796875
"Hawaiʻi::Anapuka, Hoʻopūloa",65.66944174082315,67.03247966490545,67.97956322997776,69.48390659760845,70.4672140051446,71.09809076056729,70.43797448553948,70.1801020230812,69.24539940211346,67.293285073693,65.59190637166296,64.4312925820356,64.86447702308121,64.94915704949945,67.58766294146274,68.53047222608454,70.1912002919911,69.68533744090657,69.43124261332036,68.80488650583982,68.00577985956619,65.84374478587318,65.27526939655172,65.28700900305896,66.71278460442159,67.1135775862069,67.75804365962179,68.11880387931035,69.91310223164628,70.09752980742492,70.27525853378754,70.41173048178533,68.15386627502781,66.63660230116797,65.69814159830366,65.18091455784204,66.60372592811457,66.3662002919911,67.06605603448276,68.03650931590656,70.57420397664072,70.35267658509454,70.41472990823137,69.34899888765295,68.17046284065628,65.8640212214961,65.92644214057286,63.25249061457175,64.94104647525027,66.58401261818688,67.5243504067019,68.71778973164628,69.59767363042269,70.4498314098999,70.01173526140155,69.50750703907119,67.54054418103448,67.03124391685206,65.9812647733593,65.40254362486095,65.92139356229143
"Hawaiʻi::Apuakohau, Kukuiwaluhia",70.91634657118055,72.19237196180555,73.04465874565972,74.48866644965278,75.50939127604167,76.18680826822916,75.86200086805556,75.41247287326388,74.59592556423611,72.52903103298611,71.01827799479167,70.093017578125,70.50143229166667,70.79459092881945,72.86738281250001,73.69711100260417,74.85770399305557,74.78573676215278,74.81259223090278,73.99139539930556,72.84192708333333,71.00035807291667,70.46559244791666,70.83508029513888,72.18258192274305,72.34214952256944,72.91497938368056,73.51533203125,75.09082573784721,75.44143337673611,75.75703667534722,75.73583984375,73.75718315972222,71.88709581163195,70.50932074652778,70.62905002170139,71.82207573784723,71.7128146701389,72.60150282118056,73.51007486979167,75.1943359375,75.66322699652778,75.732666015625,74.28480088975695,73.32696397569444,70.74344075520833,70.58193359375,68.97785373263889,70.19283311631943,71.58392740885417,72.47598470052083,73.43577745225694,74.53225640190973,75.16681043836806,75.20052083333334,74.84652235243055,72.62022026909722,71.9584228515625,71.43512641059027,70.62531738281251,71.61892361111111
"Hawaiʻi::Au 1-2, Āhualoa",70.1445720563616,71.437314453125,72.30498639787946,73.75674176897321,74.77164934430803,75.43889299665179,75.06894252232144,74.64581508091518,73.81322719029018,71.76357700892856,70.22245884486608,69.26284388950893,69.67632219587054,69.93988420758929,72.09197405133929,72.94100062779017,74.174580078125,74.03912806919644,74.0246888950893,73.23111816406251,72.13597272600447,70.2446888950893,69.70560546875001,70.02399239676339,71.38134695870536,71.57471261160714,72.15750279017857,72.72577218191964,74.33069266183035,74.66041748046875,74.94988839285715,74.95397530691965,72.93585902622769,71.11814592633928,69.80240443638394,69.82653982979912,71.05394496372767,70.93477469308036,71.79194370814733,72.70828194754463,74.51649658203125,74.88595424107143,74.95151436941964,73.55984165736606,72.57036900111608,70.0293568638393,69.90277239118303,68.140185546875,69.42133579799108,70.85163016183037,71.75146379743305,72.74471575055804,73.80960170200893,74.47518798828125,74.43851562500001,74.06591587611607,71.87651332310267,71.23792829241071,70.63903529575893,69.861435546875,70.78427769252232
Hawaiʻi::Awakeʻe,72.01591468618697,73.27379570969012,74.10526317949055,75.53655462184874,76.5663668592437,77.25426240808824,76.99666901917017,76.50669724921218,75.71685965401787,73.62635528820903,72.15659138655462,71.27835724133404,71.68216665572479,72.02327829569327,73.96917673319328,74.7789928275998,75.83641675420168,75.85534647452732,75.93800059086135,75.07655429359244,73.85761472557773,72.08115316439077,71.55125393907564,71.99700343027837,73.3289083016019,73.43882328321953,73.99611262473739,74.64658818605568,76.17860671612395,76.5624191668855,76.90687286633403,76.8499138327206,74.92813361672795,72.98652261685925,71.51431771927521,71.7657920003939,72.9145040047269,72.83327534138655,73.7580472032563,74.65460174304097,76.16250205160189,76.77642545299369,76.84425264246323,75.31466402967436,74.40643628545169,71.76311835280987,71.5606707917542,70.17564748555672,71.29001198135504,72.62937647715336,73.51564264377626,74.42650341386555,75.56590565913865,76.1515231092437,76.28776834952731,75.96371783088236,73.68547835149684,72.99100947019433,72.57841099330358,71.72030675551471,72.81252502954307
Hawaiʻi::Awalua,71.8001791381836,73.06204956054688,73.89529113769532,75.32869934082032,76.35635498046875,77.04456604003906,76.77320098876953,76.289580078125,75.49580139160156,73.40769317626953,71.93111419677734,71.04666259765625,71.4503387451172,71.7819500732422,73.75245239257812,74.56474853515624,75.6449188232422,75.6452099609375,75.714951171875,74.86162658691407,73.65994750976563,71.86448486328126,71.33696533203124,71.76649780273438,73.09966125488282,73.22045043945312,73.78293395996093,74.42195098876954,75.96383819580078,76.34154815673828,76.6781005859375,76.6269317626953,74.69629882812501,72.76956329345703,71.31548431396484,71.53941040039064,72.6977099609375,72.61489776611327,73.53020721435547,74.4281005859375,75.9747283935547,76.55551513671875,76.62500091552735,75.1081103515625,74.19320190429687,71.56196807861329,71.36817749023439,69.93857055664063,71.0737905883789,72.42125,73.30970886230469,74.22949798583986,75.35997192382813,75.95890258789063,76.07120208740236,75.74159576416015,73.47470153808594,72.78582305908203,72.35193725585938,71.50421569824219,72.57707733154297
Hawaiʻi::Haina,70.143740234375,71.43032275390625,72.30048828125001,73.7532763671875,74.76451953124999,75.43643896484375,75.0668017578125,74.64351171875,73.809921875,71.76351171875001,70.2206181640625,69.26025927734375,69.67388134765625,69.94063818359375,72.09354980468751,72.9406396484375,74.16761474609376,74.03290478515626,74.0172822265625,73.22836279296874,72.13592187500001,70.247328125,69.70430908203124,70.01857080078125,71.37656884765624,71.5759970703125,72.1537021484375,72.7229609375,74.331587890625,74.653267578125,74.94872070312499,74.95055761718751,72.9303212890625,71.11434716796876,69.79744677734375,69.8172265625,71.053267578125,70.92871777343751,71.78929003906251,72.70688134765625,74.51251953125,74.8799462890625,74.943201171875,73.55468310546875,72.5626396484375,70.02273242187499,69.89777832031251,68.13357177734375,69.41468310546875,70.8430419921875,71.7516640625,72.73976123046876,73.8050615234375,74.47047265625,74.43536035156251,74.06216796875,71.87840234375,71.2372138671875,70.6370615234375,69.860169921875,70.78268310546875
