island,division_type,name,date,mean,anomaly,pchange,rank,max
Hawaiʻi,ahupuaa,"Ahalanui, Laepaoʻo",2026-03,74.06658203125,1.9287890624999875,1.9287890624999875,3.0,74.61935539245606
Hawaiʻi,ahupuaa,"Alaeakila, Kaapahu",2026-03,69.13353250316112,1.9025602307622762,1.9025602307622762,3.0,74.3464584350586
Hawaiʻi,ahupuaa,Alakahi,2026-03,70.2670166015625,1.9095886230468722,1.9095886230468722,3.0,74.3174201965332
Hawaiʻi,ahupuaa,Aleamai,2026-03,72.09120295597957,1.9172367976262024,1.9172367976262024,3.0,74.30580558776856
Hawaiʻi,ahupuaa,"Anapuka, Hoʻopūloa",2026-03,66.61670958449722,1.8892791986731936,1.8892791986731936,3.0,74.60774078369141
Hawaiʻi,ahupuaa,"Apuakohau, Kukuiwaluhia",2026-03,71.91555833082933,1.9191425030048066,1.9191425030048066,3.0,74.61935539245606
Hawaiʻi,ahupuaa,"Au 1-2, Āhualoa",2026-03,71.21378662109375,1.9153721400669639,1.9153721400669639,3.0,74.21290245056153
Hawaiʻi,ahupuaa,Awakeʻe,2026-03,73.06015132615546,1.923707901129191,1.923707901129191,3.0,74.61935539245606
Hawaiʻi,ahupuaa,Awalua,2026-03,72.95692420372596,1.922128530649033,1.922128530649033,3.0,74.57290382385254
Hawaiʻi,ahupuaa,Haina,2026-03,71.08021647135416,1.9144531249999943,1.9144531249999943,3.0,74.1083812713623
Hawaiʻi,ahupuaa,Hakalau,2026-03,62.19571472772277,1.8645807549504951,1.8645807549504951,3.0,74.4741985321045
Hawaiʻi,ahupuaa,Halaʻula,2026-03,71.65179764597039,1.9183285361842053,1.9183285361842053,3.0,74.39290657043458
Hawaiʻi,ahupuaa,Halelua,2026-03,72.75536346435547,1.9210784912109347,1.9210784912109347,3.0,74.56709480285645
Hawaiʻi,ahupuaa,"Halelua, Wailoa, Kumu",2026-03,71.34278160794324,1.915311799676303,1.915311799676303,3.0,74.38129539489746
Hawaiʻi,ahupuaa,Haleohiu,2026-03,73.62507062639509,1.9253199986049054,1.9253199986049054,3.0,74.54387245178222
Hawaiʻi,ahupuaa,"Halepuaʻa, Kanekiki",2026-03,74.13066763528963,1.9311356707316918,1.9311356707316918,3.0,74.56709480285645
Hawaiʻi,ahupuaa,Hamanamana,2026-03,72.84758375901441,1.9237398587740273,1.9237398587740273,3.0,74.60193519592285
Hawaiʻi,ahupuaa,"Hanapai, Niupuka",2026-03,70.95188710387323,1.9163993727992903,1.9163993727992903,3.0,74.38129539489746
Hawaiʻi,ahupuaa,Hauola,2026-03,70.67977730887277,1.9100359235491027,1.9100359235491027,3.0,74.12579803466797
Hawaiʻi,ahupuaa,Haʻikū,2026-03,71.69871215820312,1.922309221540175,1.922309221540175,3.0,73.9864501953125
Hawaiʻi,ahupuaa,Hionamoa,2026-03,72.32187257877067,1.918579706869835,1.918579706869835,3.0,74.52644882202148
Hawaiʻi,ahupuaa,"Honalo, Māʻihi 1-2",2026-03,64.13038898443158,1.8753377308110046,1.8753377308110046,4.0,74.64838676452636
Hawaiʻi,ahupuaa,Honohina,2026-03,62.35113075657895,1.8650353618421036,1.8650353618421036,3.0,74.27096862792969
Hawaiʻi,ahupuaa,Honoipu,2026-03,73.06629333496093,1.9213134765624886,1.9213134765624886,3.0,74.53225784301758
Hawaiʻi,ahupuaa,Honokaia,2026-03,66.8727838621549,1.890125635065175,1.890125635065175,3.0,74.38129539489746
Hawaiʻi,ahupuaa,Honokua,2026-03,62.51504878760373,1.8666291169605813,1.8666291169605813,3.0,74.56709480285645
Hawaiʻi,ahupuaa,Honokāne,2026-03,67.95259986733491,1.8962540536556673,1.8962540536556673,3.0,74.43935470581054
Hawaiʻi,ahupuaa,Honokōhau 1-3,2026-03,68.78093326699144,1.9011577649714724,1.9011577649714724,3.0,74.64838676452636
Hawaiʻi,ahupuaa,Honolulu,2026-03,74.259130859375,1.9293006310096246,1.9293006310096246,3.0,74.52064323425293
Hawaiʻi,ahupuaa,Honomainoa,2026-03,73.02838745117188,1.9257041931152372,1.9257041931152372,3.0,73.88774147033692
Hawaiʻi,ahupuaa,Honomakaʻu,2026-03,73.0225830078125,1.9292279924665223,1.9292279924665223,3.0,74.12579803466797
Hawaiʻi,ahupuaa,"Honomū, Kuhua",2026-03,70.73731728830646,1.9121597782258135,1.9121597782258135,3.0,74.39871559143066
Hawaiʻi,ahupuaa,Honopue,2026-03,66.60039806831173,1.8886087557164615,1.8886087557164615,3.0,73.9864501953125
Hawaiʻi,ahupuaa,Honopueo,2026-03,72.59180839106722,1.922947376179252,1.922947376179252,3.0,74.28838539123535
Hawaiʻi,ahupuaa,Honuaʻula 1,2026-03,59.83364819773018,1.8500122382512814,1.8500122382512814,4.0,66.62387313842774
Hawaiʻi,ahupuaa,Honuaʻula 2,2026-03,66.15136029411765,1.8861405675551453,1.8861405675551453,3.0,68.54580421447754
Hawaiʻi,ahupuaa,Honuʻapo,2026-03,70.92644900760135,1.9132393501900253,1.9132393501900253,3.0,74.6309700012207
Hawaiʻi,ahupuaa,Hoʻokena,2026-03,61.29796110454358,1.859161376953118,1.859161376953118,4.0,74.56128578186035
Hawaiʻi,ahupuaa,Hulunanai,2026-03,74.16625610351562,1.9268078613281148,1.9268078613281148,3.0,74.52644882202148
Hawaiʻi,ahupuaa,Humuʻula,2026-03,51.44323781370656,1.61230091698841,1.61230091698841,6.0,74.07935333251953
Hawaiʻi,ahupuaa,"Hālawa, Napapaʻa",2026-03,71.21101310483871,1.9151083669354847,1.9151083669354847,3.0,74.45096931457519
Hawaiʻi,ahupuaa,Hāwī,2026-03,73.2202541185462,1.9277280061141226,1.9277280061141226,3.0,74.25935401916504
Hawaiʻi,ahupuaa,Hāʻena,2026-03,72.43473681640626,1.917628417968757,1.917628417968757,3.0,74.4741985321045
Hawaiʻi,ahupuaa,Hīleaiki,2026-03,71.92277531035958,1.9175567208904027,1.9175567208904027,3.0,74.60193519592285
Hawaiʻi,ahupuaa,Hīleanui,2026-03,67.5572258866782,1.894033845155704,1.894033845155704,3.0,74.56709480285645
Hawaiʻi,ahupuaa,Hōlualoa 1-2,2026-03,63.86476966594827,1.874494881465516,1.874494881465516,4.0,74.56709480285645
Hawaiʻi,ahupuaa,Hōlualoa 3,2026-03,70.94688313802084,1.9088053385416686,1.9088053385416686,3.0,74.57290382385254
Hawaiʻi,ahupuaa,Hōlualoa 4,2026-03,69.01316619223736,1.903142920960775,1.903142920960775,3.0,74.60193519592285
Hawaiʻi,ahupuaa,Hōnaunau,2026-03,65.66739364091376,1.8827507379363482,1.8827507379363482,3.0,74.61935539245606
Hawaiʻi,ahupuaa,"Hōʻea, Manowaikohau",2026-03,66.82377978032179,1.8905273437499943,1.8905273437499943,3.0,74.07935333251953
Hawaiʻi,ahupuaa,Iliʻililoa,2026-03,74.3,1.9317496163504444,1.9317496163504444,3.0,74.4974208831787
Hawaiʻi,ahupuaa,Kahaliʻi,2026-03,73.23824986049107,1.9224583217075804,1.9224583217075804,3.0,73.81225852966308
Hawaiʻi,ahupuaa,Kahaluʻu,2026-03,67.02301976363314,1.8903455869334351,1.8903455869334351,3.0,74.61935539245606
Hawaiʻi,ahupuaa,Kahaualeʻa,2026-03,66.40426441018766,1.8873232238605908,1.8873232238605908,3.0,74.65419235229493
Hawaiʻi,ahupuaa,Kahauloa 2,2026-03,63.79623301127958,1.873856728457838,1.873856728457838,4.0,74.64838676452636
Hawaiʻi,ahupuaa,"Kahilipaliiki, Kah",2026-03,73.15316467285156,1.92535400390625,1.92535400390625,3.0,74.54387245178222
Hawaiʻi,ahupuaa,Kahilipalinui,2026-03,70.9606111225329,1.9123766447368382,1.9123766447368382,3.0,74.54967803955078
Hawaiʻi,ahupuaa,"Kahoahuna, Paʻana",2026-03,70.97309814453125,1.913493652343746,1.913493652343746,3.0,74.0909610748291
Hawaiʻi,ahupuaa,Kahua,2026-03,72.97662458147322,1.9245159040178663,1.9245159040178663,3.0,74.25935401916504
Hawaiʻi,ahupuaa,Kahue,2026-03,71.9389629895174,1.916104628164561,1.916104628164561,3.0,74.57290382385254
Hawaiʻi,ahupuaa,Kahuku,2026-03,54.82360375431722,1.588296609325191,1.588296609325191,6.0,74.60193519592285
Hawaiʻi,ahupuaa,Kahuwai,2026-03,73.71399029917062,1.929045097748812,1.929045097748812,3.0,74.53225784301758
Hawaiʻi,ahupuaa,Kahuā 1,2026-03,66.91360500169837,1.889482846467402,1.889482846467402,3.0,74.50322647094727
Hawaiʻi,ahupuaa,Kahuā 2,2026-03,66.45389938766893,1.886486750422307,1.886486750422307,3.0,74.56128578186035
Hawaiʻi,ahupuaa,Kaiaʻakea,2026-03,72.4955336350661,1.9199580265925391,1.9199580265925391,3.0,73.87032127380371
Hawaiʻi,ahupuaa,Kaiholena,2026-03,70.6701896746134,1.9095121717944608,1.9095121717944608,3.0,74.56709480285645
Hawaiʻi,ahupuaa,Kaihoʻonā,2026-03,70.41878788389009,1.9084615773168139,1.9084615773168139,3.0,74.49161529541016
Hawaiʻi,ahupuaa,Kaihuiki,2026-03,73.30193481445312,1.9315917968749972,1.9315917968749972,3.0,74.20709342956543
Hawaiʻi,ahupuaa,Kaimū,2026-03,72.02017422566371,1.9183904867256558,1.9183904867256558,3.0,74.57290382385254
Hawaiʻi,ahupuaa,Kainehe,2026-03,69.49076311383928,1.903296595982141,1.903296595982141,3.0,73.17355117797851
Hawaiʻi,ahupuaa,"Kaipuhaʻa, Lamaloloa",2026-03,70.8603571901483,1.9119458421610176,1.9119458421610176,3.0,74.57290382385254
Hawaiʻi,ahupuaa,Kaiwiki,2026-03,66.26234779094827,1.885296336206892,1.885296336206892,3.0,73.82968215942383
Hawaiʻi,ahupuaa,"Kaiwiki, Maumau",2026-03,70.11833984375,1.9101736450195261,1.9101736450195261,3.0,74.15483283996582
Hawaiʻi,ahupuaa,Kaiwikinui,2026-03,67.42905145615183,1.8928327470549675,1.8928327470549675,3.0,74.14322166442871
Hawaiʻi,ahupuaa,Kalakalaula,2026-03,71.06290313720703,1.9128955078124932,1.9128955078124932,3.0,73.56838607788086
Hawaiʻi,ahupuaa,"Kalala 1-2, Kokiʻo",2026-03,69.60608623798078,1.9048737980769346,1.9048737980769346,3.0,74.56128578186035
Hawaiʻi,ahupuaa,Kalalau,2026-03,71.68584415211397,1.9166231043198536,1.9166231043198536,3.0,74.39871559143066
Hawaiʻi,ahupuaa,Kalaoa,2026-03,72.78661499023437,1.9243713378906193,1.9243713378906193,3.0,74.36968078613282
Hawaiʻi,ahupuaa,Kalaoa 1-5,2026-03,72.49136234571954,1.9177475873161853,1.9177475873161853,3.0,74.60193519592285
Hawaiʻi,ahupuaa,"Kalapana, Kupahua",2026-03,72.73940933295964,1.9214861266816143,1.9214861266816143,3.0,74.6309700012207
Hawaiʻi,ahupuaa,Kaloko,2026-03,68.27882364241803,1.898685322745905,1.898685322745905,3.0,74.64838676452636
Hawaiʻi,ahupuaa,Kalopā,2026-03,62.039324488146555,1.8630630387931078,1.8630630387931078,3.0,74.3174201965332
Hawaiʻi,ahupuaa,"Kalua, Pakiloa, ʻŌuhi, Kaao",2026-03,71.82058856670673,1.9174100435697028,1.9174100435697028,3.0,74.3464584350586
Hawaiʻi,ahupuaa,Kalāhiki,2026-03,66.74394668407655,1.8881547906425595,1.8881547906425595,3.0,74.60193519592285
Hawaiʻi,ahupuaa,Kamano,2026-03,72.2572900390625,1.9223107910156187,1.9223107910156187,3.0,74.52644882202148
Hawaiʻi,ahupuaa,Kamaui,2026-03,72.42720772879464,1.9178479875836985,1.9178479875836985,3.0,74.21870803833008
Hawaiʻi,ahupuaa,Kamaʻeʻe,2026-03,69.93168106415199,1.9073349738436178,1.9073349738436178,3.0,74.20709342956543
Hawaiʻi,ahupuaa,Kamoamoa,2026-03,69.32664690096954,1.9024205765235536,1.9024205765235536,3.0,74.57290382385254
Hawaiʻi,ahupuaa,Kamoauau,2026-03,71.43980641084559,1.9171174890854843,1.9171174890854843,3.0,73.99806480407715
Hawaiʻi,ahupuaa,Kamoku,2026-03,64.42841298204787,1.8769510472074558,1.8769510472074558,4.0,67.44838333129883
Hawaiʻi,ahupuaa,"Kamāʻoa, Puʻuʻeo, Ke",2026-03,72.78665461753732,1.9222423041044863,1.9222423041044863,3.0,74.60193519592285
Hawaiʻi,ahupuaa,Kanahonua,2026-03,71.17361328125,1.9184655761718687,1.9184655761718687,3.0,73.64387245178223
Hawaiʻi,ahupuaa,Kapaʻa,2026-03,72.06072838824728,1.9217619522758156,1.9217619522758156,3.0,74.57290382385254
Hawaiʻi,ahupuaa,Kapaʻanui,2026-03,72.71907925992399,1.923994074641044,1.923994074641044,3.0,74.53225784301758
Hawaiʻi,ahupuaa,Kapaʻau,2026-03,70.77945201246044,1.9099022201344837,1.9099022201344837,3.0,74.3754898071289
Hawaiʻi,ahupuaa,Kapoaula,2026-03,66.65896638569079,1.8896060341282919,1.8896060341282919,3.0,74.00387382507324
Hawaiʻi,ahupuaa,Kapoho,2026-03,73.81200094288793,1.9259987877155282,1.9259987877155282,3.0,74.65419235229493
Hawaiʻi,ahupuaa,Kapulena,2026-03,68.60464721679688,1.8995031738281227,1.8995031738281227,3.0,74.36968078613282
Hawaiʻi,ahupuaa,"Kapulena, Haukoʻi, K",2026-03,71.30662407309322,1.913319319385593,1.913319319385593,3.0,74.3580696105957
Hawaiʻi,ahupuaa,Kapunapuna,2026-03,72.69954833984374,1.9265624999999886,1.9265624999999886,3.0,74.48000068664551
Hawaiʻi,ahupuaa,Kapuʻa 1,2026-03,73.54129028320312,1.9250762939453097,1.9250762939453097,3.0,74.21290245056153
Hawaiʻi,ahupuaa,Kapuʻa 2,2026-03,69.47198324104619,1.9044216835532666,1.9044216835532666,3.0,74.64838676452636
Hawaiʻi,ahupuaa,Kapāpala,2026-03,58.74050477932499,1.6475063429313224,1.6475063429313224,4.0,74.57290382385254
Hawaiʻi,ahupuaa,Kau,2026-03,71.72459522853387,1.9180896794684514,1.9180896794684514,3.0,74.57290382385254
Hawaiʻi,ahupuaa,Kauaea,2026-03,72.85218572443182,1.9241015624999989,1.9241015624999989,3.0,74.52644882202148
Hawaiʻi,ahupuaa,Kaueleau,2026-03,73.35457326061321,1.9250147405660414,1.9250147405660414,3.0,74.52644882202148
Hawaiʻi,ahupuaa,Kauhakō,2026-03,71.936259765625,1.9216064453124915,1.9216064453124915,3.0,74.45677490234375
Hawaiʻi,ahupuaa,Kauhiula,2026-03,73.79918823242187,1.9293811798095675,1.9293811798095675,3.0,74.20129127502442
Hawaiʻi,ahupuaa,"Kaukulau, Ki (b)",2026-03,74.24605712890624,1.9301986202116836,1.9301986202116836,3.0,74.60193519592285
Hawaiʻi,ahupuaa,"Kaulana, Awalua, ʻŌhiki",2026-03,72.09205782530738,1.9168032786885334,1.9168032786885334,3.0,74.64838676452636
Hawaiʻi,ahupuaa,Kaulanamauna,2026-03,68.12289007482394,1.8972388039172472,1.8972388039172472,3.0,74.60193519592285
Hawaiʻi,ahupuaa,Kauleolī 1-2,2026-03,73.21859241832387,1.924082253196019,1.924082253196019,3.0,74.60193519592285
Hawaiʻi,ahupuaa,"Kaumalumalu, Pāhoehoe",2026-03,65.6417171122865,1.8830266158773412,1.8830266158773412,3.0,74.60193519592285
Hawaiʻi,ahupuaa,"Kaunāmano, Napauku",2026-03,70.55441763604101,1.9099020972988967,1.9099020972988967,3.0,74.51484107971191
Hawaiʻi,ahupuaa,"Kaupakuea, Makea",2026-03,72.58758411567752,1.9216842010241635,1.9216842010241635,3.0,74.43935470581054
Hawaiʻi,ahupuaa,Kaupalaoa,2026-03,69.67108286264781,1.9061754381334453,1.9061754381334453,3.0,74.60774078369141
Hawaiʻi,ahupuaa,Kawaihae 1,2026-03,66.62570094273744,1.8891024354050359,1.8891024354050359,3.0,74.60193519592285
Hawaiʻi,ahupuaa,Kawaihae 2,2026-03,67.70929542824074,1.8959032600308632,1.8959032600308632,3.0,74.65419235229493
Hawaiʻi,ahupuaa,Kawainui,2026-03,71.62755520060911,1.9176728846663167,1.9176728846663167,3.0,74.16644744873047
Hawaiʻi,ahupuaa,Kawela 1,2026-03,69.54047083479634,1.9035183681530725,1.9035183681530725,3.0,74.23032608032227
Hawaiʻi,ahupuaa,Kawela 2,2026-03,71.8537164135514,1.9174120181074699,1.9174120181074699,3.0,74.57290382385254
Hawaiʻi,ahupuaa,Kaūmana,2026-03,68.07205209682643,1.896392790641201,1.896392790641201,3.0,71.93676872253418
Hawaiʻi,ahupuaa,Kaʻakepa,2026-03,72.73951568603516,1.9193218231201286,1.9193218231201286,3.0,74.18387107849121
Hawaiʻi,ahupuaa,Kaʻala,2026-03,62.338352844612736,1.8684765025881944,1.8684765025881944,3.0,73.92257843017578
Hawaiʻi,ahupuaa,"Kaʻalaʻala, Kanaio",2026-03,70.68315278104421,1.9115541215898304,1.9115541215898304,3.0,74.45677490234375
Hawaiʻi,ahupuaa,"Kaʻalāiki, Hiʻonaʻā",2026-03,65.78055449695123,1.8840351880081343,1.8840351880081343,3.0,74.64838676452636
Hawaiʻi,ahupuaa,Kaʻapoko,2026-03,73.27331515225497,1.9244001908735697,1.9244001908735697,3.0,73.92257843017578
